Opportunity.Id,Opportunity.Days.To.Close,Opportunity.Status,Industry,partnerFlag,PPG,Area,Opportunity.Size,Fee.Type,Deal.Type,Segment,Solution.Area,ClusteredArea,Standard.Offering.Type,Discount_percentage,Time-Period
7-OWDO6FHOQ,90,Won,Higher Education,No Partner,Azure Security and Identity,United States,"571,792",T&M,5,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,40,P-21
7-Q4TRCH6LK,158,Lost,National Government,No Partner,Dynamics 365 Customer Engagement,United States,"494,600",T&M,4,Public Sector Enterprise,Business Applications,North America,Custom,88,P-27
7-LMS6MVZJP,312,Won,National Government,No Partner,O365 Cloud Productivity,United States,"733,914",FF,4,Public Sector Enterprise,Modern Workplace,North America,Custom,76,P-25
7-LFVIAZLOI,206,Lost,Insurance,No Partner,O365 Cloud Productivity,United States,"170,973",Unknown,5,Commercial Enterprise,Modern Workplace,North America,Mixed Custom/SO/MSO,71,P-27
7-LDO2JPYP6,351,Lost,Insurance,No Partner,O365 Cloud Productivity,United States,"233,779",T&M,5,Strategic Enterprise,Modern Workplace,North America,Custom,11,P-11
7-N7LDLQGGJ,134,Lost,Health Provider,No Partner,On Prem Analytics,United States,"440,777",Mixed,5,Commercial Enterprise,Data & AI,North America,Custom,12,P-9
7-N7LCNOIJ5,324,Won,Consumer Goods,Partner,Azure Data & AI,United States,"17,090",T&M,5,Strategic Enterprise,Data & AI,North America,Custom,58,P-13
7-LVT77JTSK,207,Won,Automotive,Partner,Azure Data & AI,United States,"836,096",T&M,5,Commercial Enterprise,Data & AI,North America,Custom,61,P-8
7-MC2VGCKHT,74,Lost,Consumer Goods,No Partner,O365 Cloud Productivity,United States,"683,906",Mixed,3,Commercial Enterprise,Modern Workplace,North America,Custom,63,P-4
7-LO3FAOQSJ,343,Won,Retailers,No Partner,EMS,United States,"783,716",FF,5,Strategic Enterprise,Modern Workplace,North America,Full MSO,34,P-6
7-O5X2DVQ4D,117,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Western Europe,"58,090",FF,3,Strategic Enterprise,Modern Workplace,Europe,Custom,64,P-20
7-PDNEV4NDM,150,Won,Defense & Intelligence,No Partner,O365 Cloud Productivity,MEA,"378,696",T&M,2,Strategic Public Sector,Modern Workplace,MEA,Custom,28,P-13
7-NRKVNBFFR,291,Lost,Energy,No Partner,Azure and Edge Apps,Western Europe,"48,356",FF,3,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,59,P-24
7-OWCP236NO,39,Won,Energy,No Partner,Azure Data & AI,Western Europe,"972,627",T&M,3,Strategic Enterprise,Data & AI,Europe,Custom,9,P-2
7-M6CDI4PNM,154,Won,Discrete Manufacturing,No Partner,Azure and Edge Apps,Germany,"610,602",FF,4,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,85,P-26
7-OL256AOHN,154,Lost,Automotive,No Partner,On Prem Analytics,Germany,"543,880",FF,3,Strategic Enterprise,Data & AI,Europe,Custom,90,P-15
7-NYG646FG5,229,Won,National Government,No Partner,O365 Cloud Productivity,Western Europe,"708,117",T&M,2,Public Sector Enterprise,Modern Workplace,Europe,Custom,90,P-10
7-MKUKSH4HV,136,Lost,National Government,No Partner,O365 Cloud Productivity,Canada,"581,395",Mixed,3,Strategic Public Sector,Modern Workplace,North America,Custom,75,P-9
7-PTIOFOUN4,63,Won,National Government,No Partner,On Prem Analytics,Canada,"422,172",T&M,5,Strategic Public Sector,Data & AI,North America,Custom,16,P-20
7-P4VR3WH3C,294,Won,National Government,No Partner,Dynamics On Prem CRM,Canada,"149,163",T&M,4,Strategic Public Sector,Business Applications,North America,Custom,79,P-3
7-PHPODJOI3,149,Won,Consumer Goods,No Partner,EMS,United States,"406,511",FF,4,Commercial Enterprise,Modern Workplace,North America,Custom,11,P-15
7-P76LEKBXC,63,Lost,Banking & Capital Markets,No Partner,Windows 10,United States,"347,668",FF,2,Strategic Enterprise,Modern Workplace,North America,Custom,13,P-6
7-LKHSSHY7H,175,Lost,Banking & Capital Markets,No Partner,Azure Data & AI,United States,"642,839",T&M,5,Strategic Enterprise,Data & AI,North America,Custom,10,P-5
7-OZ3F7RMUD,254,Lost,Automotive,Partner,Azure Data & AI,United States,"214,615",T&M,2,Commercial Enterprise,Data & AI,North America,Custom,88,P-12
7-NBCTAP6HA,201,Won,Discrete Manufacturing,Partner,O365 Cloud Productivity,United States,"973,054",FF,4,Commercial Enterprise,Modern Workplace,North America,Custom,67,P-17
7-LKNHBWG34,125,Lost,Other - Unsegmented,No Partner,EMS,Western Europe,"690,136",FF,3,Strategic Enterprise,Modern Workplace,Europe,Custom,3,P-18
7-O56JJNWVD,253,Won,Insurance,No Partner,O365 Cloud Productivity,Canada,"321,015",FF,2,Commercial Enterprise,Modern Workplace,North America,Custom,17,P-26
7-MEVYNFZDE,379,Lost,Primary & Secondary Edu/K-12,Partner,Windows 10,United States,"39,059",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Mixed Custom/SO/MSO,81,P-20
7-MWCVUMTO5,119,Won,Discrete Manufacturing,No Partner,Windows 10,Japan,"255,804",FF,3,Strategic Enterprise,Modern Workplace,APAC,Custom,30,P-21
7-NNQOWGC4Q,386,Lost,Discrete Manufacturing,No Partner,Dynamics 365 Customer Engagement,Japan,"51,602",FF,3,Strategic Enterprise,Business Applications,APAC,Custom,39,P-4
7-NS7PNRZRC,304,Won,Discrete Manufacturing,No Partner,Azure and Edge Apps,Japan,"951,931",FF,3,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,55,P-23
7-LDZ3C2BCL,213,Lost,Automotive,No Partner,O365 Cloud Productivity,Japan,"735,924",T&M,5,Strategic Enterprise,Modern Workplace,APAC,Custom,31,P-28
7-MUM4F5TPR,164,Won,Automotive,No Partner,Azure and Edge Apps,Japan,"117,645",FF,5,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,14,P-3
7-PSDZ77N7M,90,Won,Discrete Manufacturing,No Partner,Azure and Edge Infra,Japan,"508,017",FF,4,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,24,P-26
7-MNZCFHCRC,197,Lost,Health Provider,No Partner,Windows 10,Latam,"958,662",Unknown,5,Public Sector Enterprise,Modern Workplace,Latam,Mixed Custom/SO/MSO,73,P-12
7-LUUSODIH4,226,Lost,Partner Professional Services,No Partner,Dynamics 365 Customer Engagement,India,"954,680",T&M,3,Strategic Enterprise,Business Applications,APAC,Custom,32,P-15
7-PXPRH7Y6Q,224,Won,Partner Professional Services,No Partner,O365 Cloud Productivity,India,"510,624",Mixed,3,Strategic Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,32,P-27
7-LVHB77SAR,21,Lost,Energy,No Partner,On Prem Security and Identity,MEA,"163,398",T&M,4,Strategic Enterprise,Applications & Infrastructure,MEA,Custom,33,P-15
7-P6T7HTTFR,176,Lost,Energy,Partner,Azure and Edge Apps,MEA,"235,160",FF,2,Strategic Enterprise,Applications & Infrastructure,MEA,Custom,8,P-9
7-NQISHVUHC,212,Won,National Government,No Partner,O365 Cloud Productivity,Greater China,"894,788",Mixed,3,Public Sector Enterprise,Modern Workplace,APAC,Custom,21,P-7
7-MPTMER7VT,68,Lost,Travel & Transportation,No Partner,Azure and Edge Infra,Western Europe,"114,619",FF,3,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,49,P-23
7-PTX4FV6HP,19,Lost,Insurance,No Partner,O365 Cloud Productivity,Germany,"574,698",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Full MSO,1,P-25
7-ONHLGNGRP,375,Lost,Energy,No Partner,O365 Cloud Productivity,Western Europe,"751,921",T&M,3,Strategic Enterprise,Modern Workplace,Europe,Full SO,15,P-27
7-N22J4TUMS,91,Lost,Travel & Transportation,No Partner,Dynamics 365 Customer Engagement,Canada,"755,051",T&M,5,Commercial Enterprise,Business Applications,North America,Custom,43,P-12
7-LYKNL6GS3,177,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,MEA,"285,016",FF,3,Commercial Enterprise,Modern Workplace,MEA,Custom,38,P-18
7-LJ5DYLS6K,92,Lost,Other - Unsegmented,No Partner,O365 Cloud Productivity,Canada,"711,913",T&M,3,Strategic Enterprise,Modern Workplace,North America,Custom,33,P-16
7-OCIBFVWOH,129,Won,Other - Unsegmented,Partner,Dynamics 365 Customer Engagement,Canada,"117,098",FF,3,Strategic Enterprise,Business Applications,North America,Custom,62,P-18
7-N7WGHQKXX,136,Lost,Nonprofit,No Partner,Windows 10,UK,"623,937",T&M,5,"Small, Medium & Corporate Government",Modern Workplace,Europe,Mixed Custom/SO/MSO,79,P-17
7-M6KRAT2OR,187,Won,Insurance,No Partner,Azure Data & AI,Western Europe,"683,187",T&M,4,Strategic Enterprise,Data & AI,Europe,Custom,6,P-23
7-PUJ4CPU7L,110,Won,Consumer Goods,No Partner,On Prem Data Platform,Western Europe,"21,143",T&M Cap,4,Commercial Enterprise,Data & AI,Europe,Custom,81,P-4
7-ONHBOHPDF,124,Won,Consumer Goods,No Partner,Azure Data & AI,Germany,"949,143",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,63,P-10
7-NG4FGPAAM,71,Won,Energy,No Partner,Windows 10,APAC,"584,206",T&M,5,Commercial Enterprise,Modern Workplace,APAC,Custom,29,P-22
7-LL4E46ABS,263,Lost,Discrete Manufacturing,No Partner,EMS,United States,"349,375",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,60,P-23
7-O45FIGS7T,156,Won,National Government,No Partner,Dynamics 365 Customer Engagement,MEA,"461,171",Mixed,2,Public Sector Enterprise,Business Applications,MEA,Custom,57,P-18
7-OZGXNN6DX,250,Won,Banking & Capital Markets,No Partner,EMS,United States,"676,643",T&M,5,Strategic Enterprise,Modern Workplace,North America,Custom,72,P-23
7-NCNE2HNBE,223,Lost,National Government,No Partner,On Prem Apps,APAC,"724,410",FF,4,Public Sector Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,31,P-21
7-PLHUW6E56,61,Won,Banking & Capital Markets,No Partner,Azure Security and Identity,Canada,"644,899",Mixed,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,11,P-28
7-OFNTEY7BG,367,Lost,Discrete Manufacturing,No Partner,Azure and Edge Apps,Japan,"174,336",T&M,4,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,84,P-28
7-P3755H7YI,173,Lost,Consumer Goods,No Partner,O365 Cloud Productivity,Japan,"405,830",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,12,P-12
7-M32375JOB,283,Won,Banking & Capital Markets,No Partner,Azure Data & AI,Canada,"982,825",FF,5,Commercial Enterprise,Data & AI,North America,Custom,19,P-7
7-PUG2A5F5H,55,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,MEA,"55,811",FF,3,Commercial Enterprise,Modern Workplace,MEA,Mixed MSO/SO,14,P-15
7-NGBT5SORV,393,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Germany,"347,051",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,79,P-16
7-MD4WKSZSO,134,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Germany,"313,963",Mixed,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,51,P-20
7-LK7QYL7ZG,392,Lost,National Government,No Partner,O365 Cloud Productivity,United States,"54,760",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,9,P-22
7-LFDHWEDVA,306,Won,National Government,Partner,Azure Security and Identity,APAC,"799,973",FF,4,Public Sector Enterprise,Applications & Infrastructure,APAC,Custom,43,P-17
7-LO3FOUXD6,258,Lost,Energy,Partner,Dynamics 365 Customer Engagement,Central and Eastern Europe,"998,738",FF,3,Commercial Enterprise,Business Applications,Europe,Custom,76,P-6
7-MRY7SV42C,243,Won,National Government,No Partner,Windows 10,Latam,"105,387",T&M,3,Strategic Public Sector,Modern Workplace,Latam,Custom,73,P-21
7-MMIKR3QHN,53,Won,National Government,No Partner,Azure Data & AI,Latam,"729,552",FF,2,Strategic Public Sector,Data & AI,Latam,Custom,75,P-22
7-LAMNKBQ2X,219,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,MEA,"324,349",FF,4,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,21,P-27
7-NEJF3RRDM,325,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,MEA,"306,478",T&M,5,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,13,P-9
7-NUBWOHESE,146,Won,Banking & Capital Markets,No Partner,On Prem Apps,Greater China,"982,263",FF,2,Commercial Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,65,P-17
7-MGUO4AZQE,244,Won,Energy,Partner,Dynamics 365 Customer Engagement,Central and Eastern Europe,"811,788",Mixed,4,Commercial Enterprise,Business Applications,Europe,Custom,3,P-8
7-N3DQVTQ64,224,Won,Banking & Capital Markets,No Partner,Dynamics On Prem CRM,APAC,"141,238",T&M,5,Commercial Enterprise,Business Applications,APAC,Custom,60,P-24
7-L6TSQ3MKS,392,Won,Professional Services,No Partner,Dynamics 365 Customer Engagement,Japan,"382,248",FF,5,Commercial Enterprise,Business Applications,APAC,Custom,73,P-1
7-NIPQIFB7B,367,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Japan,"830,660",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,10,P-20
7-PQ5MJ74ET,79,Lost,Banking & Capital Markets,No Partner,Azure and Edge Infra,Japan,"358,293",FF,4,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,85,P-24
7-L42W43GXB,287,Lost,Energy,No Partner,O365 Cloud Productivity,UK,"512,447",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,53,P-6
7-NJT4NYGDU,279,Lost,Energy,No Partner,Azure Security and Identity,UK,"285,460",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,21,P-17
7-M2MUDCW6M,207,Lost,National Government,No Partner,O365 Cloud Productivity,Australia,"870,522",FF,4,Public Sector Enterprise,Modern Workplace,APAC,Custom,12,P-24
7-LDZRKG4CZ,208,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,APAC,"948,757",FF,5,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,21,P-4
7-PO7ZILHFQ,127,Lost,Consumer Goods,No Partner,Azure and Edge Apps,Canada,"240,135",FF,3,Commercial Enterprise,Applications & Infrastructure,North America,Custom,39,P-13
7-PY4NTL7TS,4,Won,National Government,No Partner,Azure Security and Identity,United States,"333,643",T&M,4,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,25,P-27
7-NJK6YTUEU,303,Won,National Government,No Partner,Windows 10,UK,"978,927",FF,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,59,P-17
7-Q3JDR7KJO,84,Won,Banking & Capital Markets,No Partner,On Prem Analytics,Central and Eastern Europe,"567,589",T&M Cap,4,Commercial Enterprise,Data & AI,Europe,Custom,79,P-25
7-ON7AZJ7SV,182,Lost,Discrete Manufacturing,No Partner,EMS,Japan,"308,089",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,35,P-10
7-N5OCOTG2U,73,Lost,Discrete Manufacturing,No Partner,On Prem Security and Identity,Japan,"642,386",FF,3,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,10,P-17
7-MZXL52SOD,321,Lost,National Government,No Partner,Dynamics On Prem CRM,MEA,"479,232",T&M,3,Public Sector Enterprise,Business Applications,MEA,Full SO,8,P-19
7-PVA4LORM2,240,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Western Europe,"400,784",FF,3,Commercial Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,31,P-6
7-LR6QJJEYI,89,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Western Europe,"970,693",FF,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,44,P-19
7-NDHLMMC56,193,Won,Banking & Capital Markets,No Partner,Windows 10,Western Europe,"808,123",Mixed,3,Commercial Enterprise,Modern Workplace,Europe,Custom,63,P-5
7-L63GWG2IW,153,Lost,Banking & Capital Markets,No Partner,Windows 10,Western Europe,"514,365",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,15,P-11
7-MKUTTWK6W,60,Lost,Banking & Capital Markets,No Partner,Dynamics On Prem CRM,Western Europe,"622,895",T&M,2,Commercial Enterprise,Business Applications,Europe,Mixed Custom/SO/MSO,9,P-11
7-NY6QYOMYF,351,Won,Media & Entertainment,Partner,O365 Cloud Productivity,United States,"377,604",Mixed,2,Commercial Enterprise,Modern Workplace,North America,Custom,8,P-13
7-MQ72TR5PY,25,Lost,Media & Entertainment,No Partner,On Prem Security and Identity,United States,"722,105",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,13,P-20
7-NF2GABXFK,230,Lost,Professional Services,No Partner,O365 Cloud Productivity,Western Europe,"601,792",FF,4,Strategic Enterprise,Modern Workplace,Europe,Custom,52,P-13
7-MZWPCB6KA,283,Lost,Professional Services,No Partner,Azure and Edge Infra,Western Europe,"528,038",T&M,3,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,79,P-1
7-NNUEPGCZN,54,Lost,Energy,No Partner,Azure and Edge Infra,Canada,"725,395",FF,2,Commercial Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,16,P-11
7-MOVMTUG6V,390,Lost,Primary & Secondary Edu/K-12,No Partner,EMS,MEA,"52,650",FF,3,Public Sector Enterprise,Modern Workplace,MEA,Custom,18,P-3
7-Q4PPGCUNK,42,Lost,Primary & Secondary Edu/K-12,Partner,Windows 10,MEA,"470,641",FF,2,Public Sector Enterprise,Modern Workplace,MEA,Custom,47,P-8
7-LFAOT25OO,374,Won,Insurance,No Partner,O365 Cloud Productivity,Canada,"708,576",FF,5,Strategic Enterprise,Modern Workplace,North America,Custom,70,P-1
7-PZKXDR75R,77,Won,Insurance,No Partner,Azure and Edge Apps,Canada,"243,194",FF,5,Strategic Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,88,P-3
7-N7YL65XNM,286,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Germany,"938,862",FF,3,Strategic Enterprise,Modern Workplace,Europe,Custom,37,P-27
7-MBQXF5ZJP,162,Lost,National Government,No Partner,Dynamics On Prem CRM,Central and Eastern Europe,"82,961",FF,3,Public Sector Enterprise,Business Applications,Europe,Custom,24,P-23
7-OJA5JM3UX,242,Won,National Government,No Partner,Azure Data & AI,Western Europe,"635,870",T&M,2,Public Sector Enterprise,Data & AI,Europe,Custom,64,P-27
7-PA3RG63QY,336,Won,National Government,No Partner,On Prem Analytics,Western Europe,"615,048",T&M,3,Public Sector Enterprise,Data & AI,Europe,Custom,39,P-5
7-NZTBJAB6Z,211,Lost,Defense & Intelligence,No Partner,Dynamics 365 Customer Engagement,Australia,"897,918",T&M,1,Strategic Public Sector,Business Applications,APAC,Custom,30,P-19
7-OD3AFGTMN,223,Lost,Defense & Intelligence,No Partner,On Prem Productivity,Australia,"395,941",FF,4,Strategic Public Sector,Modern Workplace,APAC,Custom,75,P-4
7-MEOSJNLMW,71,Lost,Defense & Intelligence,No Partner,On Prem Security and Identity,Australia,"256,042",T&M,5,Strategic Public Sector,Applications & Infrastructure,APAC,Custom,9,P-21
7-NRKYNKDLJ,182,Won,National Government,No Partner,On Prem Security and Identity,Western Europe,"516,656",T&M,5,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,16,P-1
7-M2IF6G2LO,356,Won,Energy,No Partner,Azure Data & AI,Western Europe,"418,515",T&M,3,"Small, Medium & Corporate Commercial",Data & AI,Europe,Custom,88,P-15
7-MMB7V25MC,221,Lost,National Government,No Partner,EMS,APAC,"873,544",T&M,4,Public Sector Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,44,P-9
7-NPP5K2ZJ6,298,Won,Telecommunications,No Partner,O365 Cloud Productivity,Greater China,"195,827",FF,4,Strategic Enterprise,Modern Workplace,APAC,Full SO,8,P-23
7-M62KEUKEZ,349,Lost,Travel & Transportation,No Partner,O365 Cloud Productivity,Greater China,"74,117",FF,3,Strategic Enterprise,Modern Workplace,APAC,Custom,62,P-22
